"id","parent_key/id","name","type","value_ids/name","value_ids/type"
"Adora_diskBrand",,"Adora","disk_brand",,
"Advan_diskBrand",,"Advan","disk_brand",,
"Advanti_diskBrand",,"Advanti","disk_brand",,
"AEZ_diskBrand",,"AEZ","disk_brand",,
"Aftermarket_diskBrand",,"Aftermarket","disk_brand",,
"AITL_diskBrand",,"AITL","disk_brand",,
"Alcar_diskBrand",,"Alcar","disk_brand",,
"Aleks_diskBrand",,"Aleks","disk_brand",,
"Alessio_diskBrand",,"Alessio","disk_brand",,
"Allante_diskBrand",,"Allante","disk_brand",,
"Alutec_diskBrand",,"Alutec","disk_brand",,
"Antera_diskBrand",,"Antera","disk_brand",,
"Arcasting_diskBrand",,"Arcasting","disk_brand",,
"ATS_diskBrand",,"ATS","disk_brand",,
"Autec_diskBrand",,"Autec","disk_brand",,
"BBS_diskBrand",,"BBS","disk_brand",,
"Borbet_diskBrand",,"Borbet","disk_brand",,
"Brock_diskBrand",,"Brock","disk_brand",,
"CMS_diskBrand",,"CMS","disk_brand",,
"Dezent_diskBrand",,"Dezent","disk_brand",,
"Disla_diskBrand",,"Disla","disk_brand",,
"Dotz_diskBrand",,"Dotz","disk_brand",,
"Enkei_diskBrand",,"Enkei","disk_brand",,
"ENZO_diskBrand",,"ENZO","disk_brand",,
"Eurodisk_diskBrand",,"Eurodisk","disk_brand",,
"Fondmetal_diskBrand",,"Fondmetal","disk_brand",,
"KFZ_diskBrand",,"KFZ","disk_brand",,
"Kosei_diskBrand",,"Kosei","disk_brand",,
"KRKZ_diskBrand",,"KRKZ","disk_brand",,
"Kronprinz_diskBrand",,"Kronprinz","disk_brand",,
"MAM_diskBrand",,"MAM","disk_brand",,
"Marcello_diskBrand",,"Marcello","disk_brand",,
"MSW_diskBrand",,"MSW","disk_brand",,
"OZ Racing_diskBrand",,"OZ Racing","disk_brand",,
"OZ XLine_diskBrand",,"OZ XLine","disk_brand",,
"RC-Design_diskBrand",,"RC-Design","disk_brand",,
"Replay_diskBrand",,"Replay","disk_brand",,
"Replica_diskBrand",,"Replica","disk_brand",,
"Rial_diskBrand",,"Rial","disk_brand",,
"RW_diskBrand",,"RW","disk_brand",,
"Sparco_diskBrand",,"Sparco","disk_brand",,
"TSW_diskBrand",,"TSW","disk_brand",,
"WSP Italy_diskBrand",,"WSP Italy","disk_brand",,
"Angel_diskBrand",,"Angel","disk_brand",,
"ASA_diskBrand",,"ASA","disk_brand",,
"CAM_diskBrand",,"CAM","disk_brand",,
"Konig_diskBrand",,"Konig","disk_brand",,
"Kyowa_diskBrand",,"Kyowa","disk_brand",,
"Mansory_diskBrand",,"Mansory","disk_brand",,
"MI Tech_diskBrand",,"MI Tech","disk_brand",,
"Primo_diskBrand",,"Primo","disk_brand",,
"RS Wheels_diskBrand",,"RS Wheels","disk_brand",,
"Stilauto_diskBrand",,"Stilauto","disk_brand",,
"Storm_diskBrand",,"Storm","disk_brand",,
"TEC_diskBrand",,"TEC","disk_brand",,
"Tomason_diskBrand",,"Tomason","disk_brand",,
"Vianor_diskBrand",,"Vianor","disk_brand",,
"Vossen_diskBrand",,"Vossen","disk_brand",,
"Zent_diskBrand",,"Zent","disk_brand",,
"320_Adora_diskModel","Adora_diskBrand","320","disk_model",,
"329_Adora_diskModel","Adora_diskBrand","329","disk_model",,
"374_Adora_diskModel","Adora_diskBrand","374","disk_model",,
"663_Adora_diskModel","Adora_diskBrand","663","disk_model",,
"830_Adora_diskModel","Adora_diskBrand","830","disk_model",,
"182_Advan_diskModel","Advan_diskBrand","182","disk_model",,
"659 RG2_Advan_diskModel","Advan_diskBrand","659 RG2","disk_model",,
"671 RG-D_Advan_diskModel","Advan_diskBrand","671 RG-D","disk_model",,
"832 RZ_Advan_diskModel","Advan_diskBrand","832 RZ","disk_model",,
"833 RS_Advan_diskModel","Advan_diskBrand","833 RS","disk_model",,
"D259_Advanti_diskModel","Advanti_diskBrand","D259","disk_model",,
"DE22_Advanti_diskModel","Advanti_diskBrand","DE22","disk_model",,
"Deriva_Advanti_diskModel","Advanti_diskBrand","Deriva","disk_model",,
"Rein_Advanti_diskModel","Advanti_diskBrand","Rein","disk_model",,
"S369_Advanti_diskModel","Advanti_diskBrand","S369","disk_model",,
"SF97_Advanti_diskModel","Advanti_diskBrand","SF97","disk_model",,
"SG29_Advanti_diskModel","Advanti_diskBrand","SG29","disk_model",,
"SG31_Advanti_diskModel","Advanti_diskBrand","SG31","disk_model",,
"SG40_Advanti_diskModel","Advanti_diskBrand","SG40","disk_model",,
"SG79_Advanti_diskModel","Advanti_diskBrand","SG79","disk_model",,
"SH01_Advanti_diskModel","Advanti_diskBrand","SH01","disk_model",,
"SH58_Advanti_diskModel","Advanti_diskBrand","SH58","disk_model",,
"Storm S1_Advanti_diskModel","Advanti_diskBrand","Storm S1","disk_model",,
"Antigua_AEZ_diskModel","AEZ_diskBrand","Antigua","disk_model",,
"Bridge_AEZ_diskModel","AEZ_diskBrand","Bridge","disk_model",,
"Cliff_AEZ_diskModel","AEZ_diskBrand","Cliff","disk_model",,
"Genua_AEZ_diskModel","AEZ_diskBrand","Genua","disk_model",,
"Icon 8_AEZ_diskModel","AEZ_diskBrand","Icon 8","disk_model",,
"Intenso_AEZ_diskModel","AEZ_diskBrand","Intenso","disk_model",,
"Quadro_AEZ_diskModel","AEZ_diskBrand","Quadro","disk_model",,
"Lascar_AEZ_diskModel","AEZ_diskBrand","Lascar","disk_model",,
"Phoenix_AEZ_diskModel","AEZ_diskBrand","Phoenix","disk_model",,
"Portofino_AEZ_diskModel","AEZ_diskBrand","Portofino","disk_model",,
"Reef_AEZ_diskModel","AEZ_diskBrand","Reef","disk_model",,
"Reef SUV_AEZ_diskModel","AEZ_diskBrand","Reef SUV","disk_model",,
"Sydney_AEZ_diskModel","AEZ_diskBrand","Sydney","disk_model",,
"Tacana_AEZ_diskModel","AEZ_diskBrand","Tacana","disk_model",,
"Valencia_AEZ_diskModel","AEZ_diskBrand","Valencia","disk_model",,
"Wave_AEZ_diskModel","AEZ_diskBrand","Wave","disk_model",,
"Yacht_AEZ_diskModel","AEZ_diskBrand","Yacht","disk_model",,
"Yacht SUV_AEZ_diskModel","AEZ_diskBrand","Yacht SUV","disk_model",,
"A198_Aftermarket_diskModel","Aftermarket_diskBrand","A198","disk_model",,
"A332_Aftermarket_diskModel","Aftermarket_diskBrand","A332","disk_model",,
"A335_Aftermarket_diskModel","Aftermarket_diskBrand","A335","disk_model",,
"A516_Aftermarket_diskModel","Aftermarket_diskBrand","A516","disk_model",,
"A518_Aftermarket_diskModel","Aftermarket_diskBrand","A518","disk_model",,
"A801_Aftermarket_diskModel","Aftermarket_diskBrand","A801","disk_model",,
"609_AITL_diskModel","AITL_diskBrand","609","disk_model",,
"616_AITL_diskModel","AITL_diskBrand","616","disk_model",,
"619_AITL_diskModel","AITL_diskBrand","619","disk_model",,
"Hybrid 130000_Alcar_diskModel","Alcar_diskBrand","Hybrid 130000","disk_model",,
"Hybrid 130001_Alcar_diskModel","Alcar_diskBrand","Hybrid 130001","disk_model",,
"Hybrid 130100_Alcar_diskModel","Alcar_diskBrand","Hybrid 130100","disk_model",,
"Hybrid 130101_Alcar_diskModel","Alcar_diskBrand","Hybrid 130101","disk_model",,
"Hybrid 131200_Alcar_diskModel","Alcar_diskBrand","Hybrid 131200","disk_model",,
"F019_Aleks_diskModel","Aleks_diskBrand","F019","disk_model",,
"F023_Aleks_diskModel","Aleks_diskBrand","F023","disk_model",,
"F033_Aleks_diskModel","Aleks_diskBrand","F033","disk_model",,
"F037_Aleks_diskModel","Aleks_diskBrand","F037","disk_model",,
"F183_Aleks_diskModel","Aleks_diskBrand","F183","disk_model",,
"F219_Aleks_diskModel","Aleks_diskBrand","F219","disk_model",,
"F232B_Aleks_diskModel","Aleks_diskBrand","F232B","disk_model",,
"F310_Aleks_diskModel","Aleks_diskBrand","F310","disk_model",,
"F317_Aleks_diskModel","Aleks_diskBrand","F317","disk_model",,
"F416_Aleks_diskModel","Aleks_diskBrand","F416","disk_model",,
"F459_Aleks_diskModel","Aleks_diskBrand","F459","disk_model",,
"F479_Aleks_diskModel","Aleks_diskBrand","F479","disk_model",,
"F678_Aleks_diskModel","Aleks_diskBrand","F678","disk_model",,
"F721_Aleks_diskModel","Aleks_diskBrand","F721","disk_model",,
"F730_Aleks_diskModel","Aleks_diskBrand","F730","disk_model",,
"F834_Aleks_diskModel","Aleks_diskBrand","F834","disk_model",,
"F836_Aleks_diskModel","Aleks_diskBrand","F836","disk_model",,
"F839_Aleks_diskModel","Aleks_diskBrand","F839","disk_model",,
"F844_Aleks_diskModel","Aleks_diskBrand","F844","disk_model",,
"F859_Aleks_diskModel","Aleks_diskBrand","F859","disk_model",,
"F935_Aleks_diskModel","Aleks_diskBrand","F935","disk_model",,
"F993_Aleks_diskModel","Aleks_diskBrand","F993","disk_model",,
"F1001_Aleks_diskModel","Aleks_diskBrand","F1001","disk_model",,
"F1002_Aleks_diskModel","Aleks_diskBrand","F1002","disk_model",,
"F1022_Aleks_diskModel","Aleks_diskBrand","F1022","disk_model",,
"F1023_Aleks_diskModel","Aleks_diskBrand","F1023","disk_model",,
"F2373_Aleks_diskModel","Aleks_diskBrand","F2373","disk_model",,
"F5035_Aleks_diskModel","Aleks_diskBrand","F5035","disk_model",,
"F5123_Aleks_diskModel","Aleks_diskBrand","F5123","disk_model",,
"F5140_Aleks_diskModel","Aleks_diskBrand","F5140","disk_model",,
"F5311_Aleks_diskModel","Aleks_diskBrand","F5311","disk_model",,
"F5320_Aleks_diskModel","Aleks_diskBrand","F5320","disk_model",,
"F5539_Aleks_diskModel","Aleks_diskBrand","F5539","disk_model",,
"F5556_Aleks_diskModel","Aleks_diskBrand","F5556","disk_model",,
"F5561_Aleks_diskModel","Aleks_diskBrand","F5561","disk_model",,
"F5569_Aleks_diskModel","Aleks_diskBrand","F5569","disk_model",,
"F5906_Aleks_diskModel","Aleks_diskBrand","F5906","disk_model",,
"F6009_Aleks_diskModel","Aleks_diskBrand","F6009","disk_model",,
"F6347_Aleks_diskModel","Aleks_diskBrand","F6347","disk_model",,
"YL741_Aleks_diskModel","Aleks_diskBrand","YL741","disk_model",,
"Colorado_Alessio_diskModel","Alessio_diskBrand","Colorado","disk_model",,
"Lady_Alessio_diskModel","Alessio_diskBrand","Lady","disk_model",,
"MonteCarlo_Alessio_diskModel","Alessio_diskBrand","MonteCarlo","disk_model",,
"Super_Alessio_diskModel","Alessio_diskBrand","Super","disk_model",,
"121_Allante_diskModel","Allante_diskBrand","121","disk_model",,
"162_Allante_diskModel","Allante_diskBrand","162","disk_model",,
"171_Allante_diskModel","Allante_diskBrand","171","disk_model",,
"172_Allante_diskModel","Allante_diskBrand","172","disk_model",,
"184_Allante_diskModel","Allante_diskBrand","184","disk_model",,
"191_Allante_diskModel","Allante_diskBrand","191","disk_model",,
"507_Allante_diskModel","Allante_diskBrand","507","disk_model",,
"536_Allante_diskModel","Allante_diskBrand","536","disk_model",,
"537_Allante_diskModel","Allante_diskBrand","537","disk_model",,
"547_Allante_diskModel","Allante_diskBrand","547","disk_model",,
"548_Allante_diskModel","Allante_diskBrand","548","disk_model",,
"561_Allante_diskModel","Allante_diskBrand","561","disk_model",,
"566_Allante_diskModel","Allante_diskBrand","566","disk_model",,
"573_Allante_diskModel","Allante_diskBrand","573","disk_model",,
"580_Allante_diskModel","Allante_diskBrand","580","disk_model",,
"611_Allante_diskModel","Allante_diskBrand","611","disk_model",,
"625_Allante_diskModel","Allante_diskBrand","625","disk_model",,
"637_Allante_diskModel","Allante_diskBrand","637","disk_model",,
"813_Allante_diskModel","Allante_diskBrand","813","disk_model",,
"T623_Allante_diskModel","Allante_diskBrand","T623","disk_model",,
"Black Sun Racing_Alutec_diskModel","Alutec_diskBrand","Black Sun Racing","disk_model",,
"Blade_Alutec_diskModel","Alutec_diskBrand","Blade","disk_model",,
"Blizzard_Alutec_diskModel","Alutec_diskBrand","Blizzard","disk_model",,
"Boost_Alutec_diskModel","Alutec_diskBrand","Boost","disk_model",,
"Burnside_Alutec_diskModel","Alutec_diskBrand","Burnside","disk_model",,
"Dynamite_Alutec_diskModel","Alutec_diskBrand","Dynamite","disk_model",,
"E_Alutec_diskModel","Alutec_diskBrand","E","disk_model",,
"Ecstasy_Alutec_diskModel","Alutec_diskBrand","Ecstasy","disk_model",,
"Energy T_Alutec_diskModel","Alutec_diskBrand","Energy T","disk_model",,
"Grip_Alutec_diskModel","Alutec_diskBrand","Grip","disk_model",,
"Lazor_Alutec_diskModel","Alutec_diskBrand","Lazor","disk_model",,
"Monstr_Alutec_diskModel","Alutec_diskBrand","Monstr","disk_model",,
"Nitro_Alutec_diskModel","Alutec_diskBrand","Nitro","disk_model",,
"Plix_Alutec_diskModel","Alutec_diskBrand","Plix","disk_model",,
"Poison Cup_Alutec_diskModel","Alutec_diskBrand","Poison Cup","disk_model",,
"Poison_Alutec_diskModel","Alutec_diskBrand","Poison","disk_model",,
"Poison konkav_Alutec_diskModel","Alutec_diskBrand","Poison konkav","disk_model",,
"Raptr_Alutec_diskModel","Alutec_diskBrand","Raptr","disk_model",,
"Shark_Alutec_diskModel","Alutec_diskBrand","Shark","disk_model",,
"Spyke_Alutec_diskModel","Alutec_diskBrand","Spyke","disk_model",,
"Storm_Alutec_diskModel","Alutec_diskBrand","Storm","disk_model",,
"Toxic_Alutec_diskModel","Alutec_diskBrand","Toxic","disk_model",,
"V_Alutec_diskModel","Alutec_diskBrand","V","disk_model",,
"W10_Alutec_diskModel","Alutec_diskBrand","W10","disk_model",,
"Xplosive_Alutec_diskModel","Alutec_diskBrand","Xplosive","disk_model",,
"301_Antera_diskModel","Antera_diskBrand","301","disk_model",,
"309_Antera_diskModel","Antera_diskBrand","309","disk_model",,
"323_Antera_diskModel","Antera_diskBrand","323","disk_model",,
"325_Antera_diskModel","Antera_diskBrand","325","disk_model",,
"343_Antera_diskModel","Antera_diskBrand","343","disk_model",,
"363_Antera_diskModel","Antera_diskBrand","363","disk_model",,
"383_Antera_diskModel","Antera_diskBrand","383","disk_model",,
"Avatar_Arcasting_diskModel","Arcasting_diskBrand","Avatar","disk_model",,
"Black Jack_Arcasting_diskModel","Arcasting_diskBrand","Black Jack","disk_model",,
"Blade_Arcasting_diskModel","Arcasting_diskBrand","Blade","disk_model",,
"Blizar_Arcasting_diskModel","Arcasting_diskBrand","Blizar","disk_model",,
"Canyon_Arcasting_diskModel","Arcasting_diskBrand","Canyon","disk_model",,
"D666_Arcasting_diskModel","Arcasting_diskBrand","D666","disk_model",,
"Excalibur_Arcasting_diskModel","Arcasting_diskBrand","Excalibur","disk_model",,
"Felza_Arcasting_diskModel","Arcasting_diskBrand","Felza","disk_model",,
"Genesis_Arcasting_diskModel","Arcasting_diskBrand","Genesis","disk_model",,
"Highlander_Arcasting_diskModel","Arcasting_diskBrand","Highlander","disk_model",,
"Ice_Arcasting_diskModel","Arcasting_diskBrand","Ice","disk_model",,
"Imperial_Arcasting_diskModel","Arcasting_diskBrand","Imperial","disk_model",,
"K11_Arcasting_diskModel","Arcasting_diskBrand","K11","disk_model",,
"Longino_Arcasting_diskModel","Arcasting_diskBrand","Longino","disk_model",,
"Novalis_Arcasting_diskModel","Arcasting_diskBrand","Novalis","disk_model",,
"Oblivion_Arcasting_diskModel","Arcasting_diskBrand","Oblivion","disk_model",,
"Perlenoir_Arcasting_diskModel","Arcasting_diskBrand","Perlenoir","disk_model",,
"Poseidon_Arcasting_diskModel","Arcasting_diskBrand","Poseidon","disk_model",,
"Seneca_Arcasting_diskModel","Arcasting_diskBrand","Seneca","disk_model",,
"Shark_Arcasting_diskModel","Arcasting_diskBrand","Shark","disk_model",,
"Sherpa_Arcasting_diskModel","Arcasting_diskBrand","Sherpa","disk_model",,
"Crosslight_ATS_diskModel","ATS_diskBrand","Crosslight","disk_model",,
"Cup_ATS_diskModel","ATS_diskBrand","Cup","disk_model",,
"Emotion_ATS_diskModel","ATS_diskBrand","Emotion","disk_model",,
"GTR_ATS_diskModel","ATS_diskBrand","GTR","disk_model",,
"Perfektion_ATS_diskModel","ATS_diskBrand","Perfektion","disk_model",,
"Prazision_ATS_diskModel","ATS_diskBrand","Prazision","disk_model",,
"Racelight_ATS_diskModel","ATS_diskBrand","Racelight","disk_model",,
"Radial_ATS_diskModel","ATS_diskBrand","Radial","disk_model",,
"Radial+_ATS_diskModel","ATS_diskBrand","Radial+","disk_model",,
"Streetrace_ATS_diskModel","ATS_diskBrand","Streetrace","disk_model",,
"Streetrallye_ATS_diskModel","ATS_diskBrand","Streetrallye","disk_model",,
"Temperament_ATS_diskModel","ATS_diskBrand","Temperament","disk_model",,
"Twister_ATS_diskModel","ATS_diskBrand","Twister","disk_model",,
"Arctic Plus_Autec_diskModel","Autec_diskBrand","Arctic Plus","disk_model",,
"Baltic_Autec_diskModel","Autec_diskBrand","Baltic","disk_model",,
"Contest_Autec_diskModel","Autec_diskBrand","Contest","disk_model",,
"Delano_Autec_diskModel","Autec_diskBrand","Delano","disk_model",,
"Ethos_Autec_diskModel","Autec_diskBrand","Ethos","disk_model",,
"Fanatic_Autec_diskModel","Autec_diskBrand","Fanatic","disk_model",,
"Nordic_Autec_diskModel","Autec_diskBrand","Nordic","disk_model",,
"Race5_Autec_diskModel","Autec_diskBrand","Race5","disk_model",,
"Skandic_Autec_diskModel","Autec_diskBrand","Skandic","disk_model",,
"Talos_Autec_diskModel","Autec_diskBrand","Talos","disk_model",,
"Veron_Autec_diskModel","Autec_diskBrand","Veron","disk_model",,
"Wizard_Autec_diskModel","Autec_diskBrand","Wizard","disk_model",,
"Xenos_Autec_diskModel","Autec_diskBrand","Xenos","disk_model",,
"Zenit_Autec_diskModel","Autec_diskBrand","Zenit","disk_model",,
"Yucon_Autec_diskModel","Autec_diskBrand","Yucon","disk_model",,
"CH_BBS_diskModel","BBS_diskBrand","CH","disk_model",,
"CH-R_BBS_diskModel","BBS_diskBrand","CH-R","disk_model",,
"CH-RII_BBS_diskModel","BBS_diskBrand","CH-RII","disk_model",,
"CS_BBS_diskModel","BBS_diskBrand","CS","disk_model",,
"CX-R_BBS_diskModel","BBS_diskBrand","CX-R","disk_model",,
"RX-R_BBS_diskModel","BBS_diskBrand","RX-R","disk_model",,
"SR_BBS_diskModel","BBS_diskBrand","SR","disk_model",,
"SV_BBS_diskModel","BBS_diskBrand","SV","disk_model",,
"XA_BBS_diskModel","BBS_diskBrand","XA","disk_model",,
"A_Borbet_diskModel","Borbet_diskBrand","A","disk_model",,
"BL4_Borbet_diskModel","Borbet_diskBrand","BL4","disk_model",,
"BL5_Borbet_diskModel","Borbet_diskBrand","BL5","disk_model",,
"BLX_Borbet_diskModel","Borbet_diskBrand","BLX","disk_model",,
"BS4_Borbet_diskModel","Borbet_diskBrand","BS4","disk_model",,
"BS5_Borbet_diskModel","Borbet_diskBrand","BS5","disk_model",,
"C2C_Borbet_diskModel","Borbet_diskBrand","C2C","disk_model",,
"CA_Borbet_diskModel","Borbet_diskBrand","CA","disk_model",,
"CC_Borbet_diskModel","Borbet_diskBrand","CC","disk_model",,
"CG_Borbet_diskModel","Borbet_diskBrand","CG","disk_model",,
"CH_Borbet_diskModel","Borbet_diskBrand","CH","disk_model",,
"CW1_Borbet_diskModel","Borbet_diskBrand","CW1","disk_model",,
"CW2_Borbet_diskModel","Borbet_diskBrand","CW2","disk_model",,
"CW3_Borbet_diskModel","Borbet_diskBrand","CW3","disk_model",,
"CW4_Borbet_diskModel","Borbet_diskBrand","CW4","disk_model",,
"CWD_Borbet_diskModel","Borbet_diskBrand","CWD","disk_model",,
"CWE_Borbet_diskModel","Borbet_diskBrand","CWE","disk_model",,
"CWF_Borbet_diskModel","Borbet_diskBrand","CWF","disk_model",,
"F_Borbet_diskModel","Borbet_diskBrand","F","disk_model",,
"LV4_Borbet_diskModel","Borbet_diskBrand","LV4","disk_model",,
"LV5_Borbet_diskModel","Borbet_diskBrand","LV5","disk_model",,
"MC_Borbet_diskModel","Borbet_diskBrand","MC","disk_model",,
"RS_Borbet_diskModel","Borbet_diskBrand","RS","disk_model",,
"TB_Borbet_diskModel","Borbet_diskBrand","TB","disk_model",,
"TC_Borbet_diskModel","Borbet_diskBrand","TC","disk_model",,
"TL_Borbet_diskModel","Borbet_diskBrand","TL","disk_model",,
"TL4_Borbet_diskModel","Borbet_diskBrand","TL4","disk_model",,
"XA_Borbet_diskModel","Borbet_diskBrand","XA","disk_model",,
"XB_Borbet_diskModel","Borbet_diskBrand","XB","disk_model",,
"XL_Borbet_diskModel","Borbet_diskBrand","XL","disk_model",,
"XR_Borbet_diskModel","Borbet_diskBrand","XR","disk_model",,
"XRT_Borbet_diskModel","Borbet_diskBrand","XRT","disk_model",,
"B1_Brock_diskModel","Brock_diskBrand","B1","disk_model",,
"B2_Brock_diskModel","Brock_diskBrand","B2","disk_model",,
"B4_Brock_diskModel","Brock_diskBrand","B4","disk_model",,
"B8_Brock_diskModel","Brock_diskBrand","B8","disk_model",,
"B10_Brock_diskModel","Brock_diskBrand","B10","disk_model",,
"B11_Brock_diskModel","Brock_diskBrand","B11","disk_model",,
"B13_Brock_diskModel","Brock_diskBrand","B13","disk_model",,
"B14_Brock_diskModel","Brock_diskBrand","B14","disk_model",,
"B15_Brock_diskModel","Brock_diskBrand","B15","disk_model",,
"B17_Brock_diskModel","Brock_diskBrand","B17","disk_model",,
"B18_Brock_diskModel","Brock_diskBrand","B18","disk_model",,
"B20_Brock_diskModel","Brock_diskBrand","B20","disk_model",,
"B21_Brock_diskModel","Brock_diskBrand","B21","disk_model",,
"B22_Brock_diskModel","Brock_diskBrand","B22","disk_model",,
"B23_Brock_diskModel","Brock_diskBrand","B23","disk_model",,
"B24_Brock_diskModel","Brock_diskBrand","B24","disk_model",,
"B25_Brock_diskModel","Brock_diskBrand","B25","disk_model",,
"B26_Brock_diskModel","Brock_diskBrand","B26","disk_model",,
"B27_Brock_diskModel","Brock_diskBrand","B27","disk_model",,
"B28_Brock_diskModel","Brock_diskBrand","B28","disk_model",,
"B29_Brock_diskModel","Brock_diskBrand","B29","disk_model",,
"B30_Brock_diskModel","Brock_diskBrand","B30","disk_model",,
"B31_Brock_diskModel","Brock_diskBrand","B31","disk_model",,
"B32_Brock_diskModel","Brock_diskBrand","B32","disk_model",,
"B33_Brock_diskModel","Brock_diskBrand","B33","disk_model",,
"B34_Brock_diskModel","Brock_diskBrand","B34","disk_model",,
"B35_Brock_diskModel","Brock_diskBrand","B35","disk_model",,
"eB1_Brock_diskModel","Brock_diskBrand","eB1","disk_model",,
"142_CMS_diskModel","CMS_diskBrand","142","disk_model",,
"209_CMS_diskModel","CMS_diskBrand","209","disk_model",,
"B1_CMS_diskModel","CMS_diskBrand","B1","disk_model",,
"C4_CMS_diskModel","CMS_diskBrand","C4","disk_model",,
"C8_CMS_diskModel","CMS_diskBrand","C8","disk_model",,
"C9_CMS_diskModel","CMS_diskBrand","C9","disk_model",,
"C10_CMS_diskModel","CMS_diskBrand","C10","disk_model",,
"C12_CMS_diskModel","CMS_diskBrand","C12","disk_model",,
"C14_CMS_diskModel","CMS_diskBrand","C14","disk_model",,
"C16_CMS_diskModel","CMS_diskBrand","C16","disk_model",,
"C17_CMS_diskModel","CMS_diskBrand","C17","disk_model",,
"C18_CMS_diskModel","CMS_diskBrand","C18","disk_model",,
"C19_CMS_diskModel","CMS_diskBrand","C19","disk_model",,
"C20_CMS_diskModel","CMS_diskBrand","C20","disk_model",,
"C21_CMS_diskModel","CMS_diskBrand","C21","disk_model",,
"CS1_CMS_diskModel","CMS_diskBrand","CS1","disk_model",,
"CV3_CMS_diskModel","CMS_diskBrand","CV3","disk_model",,
"V1_CMS_diskModel","CMS_diskBrand","V1","disk_model",,
"F_Dezent_diskModel","Dezent_diskBrand","F","disk_model",,
"L_Dezent_diskModel","Dezent_diskBrand","L","disk_model",,
"M_Dezent_diskModel","Dezent_diskBrand","M","disk_model",,
"RB_Dezent_diskModel","Dezent_diskBrand","RB","disk_model",,
"RE_Dezent_diskModel","Dezent_diskBrand","RE","disk_model",,
"RI_Dezent_diskModel","Dezent_diskBrand","RI","disk_model",,
"RM_Dezent_diskModel","Dezent_diskBrand","RM","disk_model",,
"RN_Dezent_diskModel","Dezent_diskBrand","RN","disk_model",,
"TB_Dezent_diskModel","Dezent_diskBrand","TB","disk_model",,
"TC_Dezent_diskModel","Dezent_diskBrand","TC","disk_model",,
"TD_Dezent_diskModel","Dezent_diskBrand","TD","disk_model",,
"TE_Dezent_diskModel","Dezent_diskBrand","TE","disk_model",,
"TG_Dezent_diskModel","Dezent_diskBrand","TG","disk_model",,
"TH SUV_Dezent_diskModel","Dezent_diskBrand","TH SUV","disk_model",,
"TI_Dezent_diskModel","Dezent_diskBrand","TI","disk_model",,
"TJ SUV_Dezent_diskModel","Dezent_diskBrand","TJ SUV","disk_model",,
"TM_Dezent_diskModel","Dezent_diskBrand","TM","disk_model",,
"Assassin 821_Disla_diskModel","Disla_diskBrand","Assassin 821","disk_model",,
"Baretta 305_Disla_diskModel","Disla_diskBrand","Baretta 305","disk_model",,
"Baretta 405_Disla_diskModel","Disla_diskBrand","Baretta 405","disk_model",,
"Bayern 715_Disla_diskModel","Disla_diskBrand","Bayern 715","disk_model",,
"Corsica 313_Disla_diskModel","Disla_diskBrand","Corsica 313","disk_model",,
"Evolution 508_Disla_diskModel","Disla_diskBrand","Evolution 508","disk_model",,
"Evolution 608_Disla_diskModel","Disla_diskBrand","Evolution 608","disk_model",,
"Formula 503_Disla_diskModel","Disla_diskBrand","Formula 503","disk_model",,
"Formula 603 Black_Disla_diskModel","Disla_diskBrand","Formula 603 Black","disk_model",,
"Formula 603_Disla_diskModel","Disla_diskBrand","Formula 603","disk_model",,
"Futura 312_Disla_diskModel","Disla_diskBrand","Futura 312","disk_model",,
"Genesis 818_Disla_diskModel","Disla_diskBrand","Genesis 818","disk_model",,
"Hornet 501_Disla_diskModel","Disla_diskBrand","Hornet 501","disk_model",,
"Hornet 601_Disla_diskModel","Disla_diskBrand","Hornet 601","disk_model",,
"JDM 719_Disla_diskModel","Disla_diskBrand","JDM 719","disk_model",,
"JDM 819_Disla_diskModel","Disla_diskBrand","JDM 819","disk_model",,
"Luxury 306_Disla_diskModel","Disla_diskBrand","Luxury 306","disk_model",,
"Luxury 406_Disla_diskModel","Disla_diskBrand","Luxury 406","disk_model",,
"Luxury 406 Silver_Disla_diskModel","Disla_diskBrand","Luxury 406 Silver","disk_model",,
"Luxury 406 Silver Diamond_Disla_diskModel","Disla_diskBrand","Luxury 406 Silver Diamond","disk_model",,
"Luxury 506_Disla_diskModel","Disla_diskBrand","Luxury 506","disk_model",,
"Luxury 606_Disla_diskModel","Disla_diskBrand","Luxury 606","disk_model",,
"Luxury 706_Disla_diskModel","Disla_diskBrand","Luxury 706","disk_model",,
"Mirage 510_Disla_diskModel","Disla_diskBrand","Mirage 510","disk_model",,
"Mirage 610_Disla_diskModel","Disla_diskBrand","Mirage 610","disk_model",,
"Rapide 509_Disla_diskModel","Disla_diskBrand","Rapide 509","disk_model",,
"Rapide 709_Disla_diskModel","Disla_diskBrand","Rapide 709","disk_model",,
"Raptor 502_Disla_diskModel","Disla_diskBrand","Raptor 502","disk_model",,
"Raptor 602_Disla_diskModel","Disla_diskBrand","Raptor 602","disk_model",,
"Raptor 702_Disla_diskModel","Disla_diskBrand","Raptor 702","disk_model",,
"Scorpio 704_Disla_diskModel","Disla_diskBrand","Scorpio 704","disk_model",,
"Scorpio 804_Disla_diskModel","Disla_diskBrand","Scorpio 804","disk_model",,
"Star 311_Disla_diskModel","Disla_diskBrand","Star 311","disk_model",,
